,Berufliche Ausbildung,Berufsgruppe,Erwerbstaetigkeit,Familienstand,Geburtsjahr,Geburtsland,Geschlecht,Hoechster Bildungsabschluss,Nationalitaet,Nettoeinkommen Haushalt,Nettoeinkommen Selbst,Personen im Haushalt,Umfrage
5481,"Kein beruflicher Abschluss, nicht beruflicher Ausbildung",Missing by filter,Nicht erwerbstätig,Verheiratet,1947,Deutschland,Weiblich,Hauptschulabschluss,Deutschland,1300 bis unter 1500 €,Kein eigenes Einkommen,2,GESIS
5482,Universitätsabschluss,Angestellte(r),Vollzeiterwerbstätig,Ledig,1989,Deutschland,Männlich,Abitur,Deutschland,Missing by filter,Item nonresponse,3,GESIS
5483,"Ausbildung an Fach-, Meister-, Technikerschule,Berufs- oder Fachakademie",Angestellte(r),Teilzeiterwerbstätig,Verheiratet,1973,Deutschland,Weiblich,Hochschulabschluss,Deutschland,3200 bis unter 4000 €,900 bis unter 1100 €,4,GESIS
5484,"Ausbildung an Fach-, Meister-, Technikerschule,Berufs- oder Fachakademie",Angestellte(r),Vollzeiterwerbstätig,Verheiratet,1968,Deutschland,Männlich,Realschulabschluss,Deutschland,5000 bis unter 6000 €,4000 bis unter 5000 €,3,GESIS
5485,"Kein beruflicher Abschluss, nicht beruflicher Ausbildung",Missing by filter,Nicht erwerbstätig,Verheiratet,1945,Deutschland,Weiblich,Hauptschulabschluss,Deutschland,1700 bis unter 2000 €,300 bis unter 500 €,2,GESIS
5486,Beruflich-betriebliche Berufsausbildung,Arbeiter/-in,Vollzeiterwerbstätig,Ledig,1981,Deutschland,Männlich,Hauptschulabschluss,Deutschland,Missing by filter,Item nonresponse,2,GESIS
5487,"Ausbildung an Fach-, Meister-, Technikerschule,Berufs- oder Fachakademie",Akademiker/-in in freiem Beruf,Vollzeiterwerbstätig,Verheiratet,1961,Deutschland,Männlich,Abitur,Deutschland,6000 € und mehr,5000 € und mehr,4,GESIS
5488,Fachhochschulabschluss,Angestellte(r),Vollzeiterwerbstätig,Verheiratet,1978,Deutschland,Männlich,Abitur,Deutschland,5000 bis unter 6000 €,3200 bis unter 4000 €,3,GESIS
5489,Fachhochschulabschluss,Angestellte(r),Teilzeiterwerbstätig,Ledig,1967,Deutschland,Weiblich,Abitur,Deutschland,2300 bis unter 2600 €,1700 bis unter 2000 €,2,GESIS
5490,Beruflich-betriebliche Berufsausbildung,Angestellte(r),Teilzeiterwerbstätig,Verheiratet,1961,Deutschland,Weiblich,Abitur,Deutschland,4000 bis unter 5000 €,300 bis unter 500 €,3,GESIS
5491,Noch in beruflicher Ausbildung,Ausbildung,Vollzeiterwerbstätig,Ledig,1993,Deutschland,Männlich,Andere,Deutschland,3200 bis unter 4000 €,500 bis unter 700 €,3,GESIS
5492,Beruflich-betriebliche Berufsausbildung,Angestellte(r),Vollzeiterwerbstätig,Ledig,1986,Deutschland,Weiblich,Abitur,Deutschland,Missing by filter,2000 bis unter 2300 €,1,GESIS
5493,Beruflich-betriebliche Berufsausbildung,Missing by filter,Nicht erwerbstätig,Verheiratet,1951,Deutschland,Männlich,Hauptschulabschluss,Deutschland,Missing by filter,1100 bis unter 1300 €,1,GESIS
5494,"Kein beruflicher Abschluss, nicht beruflicher Ausbildung",Missing by filter,Nicht erwerbstätig,Verheiratet,1950,Andere,Weiblich,Hauptschulabschluss,Deutschland,Missing by filter,Item nonresponse,3,GESIS
5495,Beruflich-betriebliche Berufsausbildung,Angestellte(r),Vollzeiterwerbstätig,Verheiratet,1987,Deutschland,Weiblich,Abitur,Deutschland,2600 bis unter 3200 €,1100 bis unter 1300 €,2,GESIS
5496,Beruflich-betriebliche Berufsausbildung,Angestellte(r),Vollzeiterwerbstätig,Geschieden,1959,Deutschland,Männlich,Realschulabschluss,Deutschland,Missing by filter,2300 bis unter 2600 €,1,GESIS
5497,"Ausbildung an Fach-, Meister-, Technikerschule,Berufs- oder Fachakademie",Arbeiter/-in,Vollzeiterwerbstätig,Verheiratet,1959,Deutschland,Männlich,Hauptschulabschluss,Deutschland,3200 bis unter 4000 €,2600 bis unter 3200 €,2,GESIS
5498,Beruflich-schulische Ausbildung,Angestellte(r),Teilzeiterwerbstätig,Verheiratet,1967,Deutschland,Weiblich,Hauptschulabschluss,Deutschland,5000 bis unter 6000 €,4000 bis unter 5000 €,3,GESIS
5499,Universitätsabschluss,Angestellte(r),Teilzeiterwerbstätig,Verheiratet,1971,Deutschland,Weiblich,Abitur,Deutschland,2600 bis unter 3200 €,900 bis unter 1100 €,4,GESIS
5500,"Kein beruflicher Abschluss, nicht beruflicher Ausbildung",Missing by filter,Nicht erwerbstätig,Verheiratet,1946,Deutschland,Weiblich,Hauptschulabschluss,Deutschland,Missing by filter,Item nonresponse,2,GESIS
5501,Beruflich-betriebliche Berufsausbildung,Missing by filter,Nicht erwerbstätig,Geschieden,1962,Andere,Weiblich,Hauptschulabschluss,Andere,Missing by filter,2000 bis unter 2300 €,1,GESIS
5502,Beruflich-schulische Ausbildung,Angestellte(r),Vollzeiterwerbstätig,Ledig,1990,Deutschland,Weiblich,Realschulabschluss,Deutschland,Weiß nicht,1500 bis unter 1700 €,2,GESIS
5503,Universitätsabschluss,Selbstständiger,Nicht erwerbstätig,Geschieden,1973,Deutschland,Weiblich,Abitur,Deutschland,1500 bis unter 1700 €,700 bis unter 900 €,2,GESIS
5504,Beruflich-betriebliche Berufsausbildung,Missing by filter,Nicht erwerbstätig,Verheiratet,1944,Deutschland,Männlich,Hauptschulabschluss,Deutschland,1300 bis unter 1500 €,1100 bis unter 1300 €,2,GESIS
5505,Fachhochschulabschluss,Angestellte(r),Vollzeiterwerbstätig,Geschieden,1956,Deutschland,Männlich,Abitur,Deutschland,Missing by filter,Item nonresponse,3,GESIS
5506,Beruflich-betriebliche Berufsausbildung,Angestellte(r),Vollzeiterwerbstätig,Geschieden,1969,Deutschland,Weiblich,Hauptschulabschluss,Deutschland,2300 bis unter 2600 €,1300 bis unter 1500 €,3,GESIS
5507,Beruflich-betriebliche Berufsausbildung,Angestellte(r),Vollzeiterwerbstätig,Verheiratet,1972,Deutschland,Männlich,Realschulabschluss,Deutschland,1700 bis unter 2000 €,900 bis unter 1100 €,4,GESIS
5508,Beruflich-betriebliche Berufsausbildung,Angestellte(r),Teilzeiterwerbstätig,Verheiratet,1955,Deutschland,Weiblich,Realschulabschluss,Deutschland,2300 bis unter 2600 €,1300 bis unter 1500 €,2,GESIS
5509,Beruflich-betriebliche Berufsausbildung,Arbeiter/-in,Vollzeiterwerbstätig,Ledig,1987,Deutschland,Männlich,Realschulabschluss,Deutschland,Missing by filter,1300 bis unter 1500 €,1,GESIS
5510,Universitätsabschluss,Angestellte(r),Vollzeiterwerbstätig,Verheiratet,1962,Deutschland,Männlich,Abitur,Deutschland,4000 bis unter 5000 €,2300 bis unter 2600 €,3,GESIS
5511,"Ausbildung an Fach-, Meister-, Technikerschule,Berufs- oder Fachakademie",Selbstständiger,Vollzeiterwerbstätig,Verheiratet,1950,Deutschland,Männlich,Hauptschulabschluss,Deutschland,1700 bis unter 2000 €,1700 bis unter 2000 €,4,GESIS
5512,Anderer beruflicher Abschluss,Angestellte(r),Vollzeiterwerbstätig,Geschieden,1965,Deutschland,Weiblich,Hochschulabschluss,Deutschland,4000 bis unter 5000 €,2000 bis unter 2300 €,2,GESIS
5513,Beruflich-betriebliche Berufsausbildung,Selbstständiger,Vollzeiterwerbstätig,Verheiratet,1964,Deutschland,Männlich,Realschulabschluss,Deutschland,2600 bis unter 3200 €,2000 bis unter 2300 €,2,GESIS
5514,"Kein beruflicher Abschluss, nicht beruflicher Ausbildung",Arbeiter/-in,Vollzeiterwerbstätig,Ledig,1964,Deutschland,Männlich,Hauptschulabschluss,Deutschland,1700 bis unter 2000 €,900 bis unter 1100 €,2,GESIS
5515,"Ausbildung an Fach-, Meister-, Technikerschule,Berufs- oder Fachakademie",Missing by filter,Nicht erwerbstätig,Geschieden,1943,Deutschland,Weiblich,Realschulabschluss,Deutschland,Missing by filter,1500 bis unter 1700 €,1,GESIS
5516,Beruflich-betriebliche Berufsausbildung,Missing by filter,Nicht erwerbstätig,Geschieden,1958,Deutschland,Männlich,Hauptschulabschluss,Deutschland,Missing by filter,500 bis unter 700 €,1,GESIS
5517,Student/-in,Missing by filter,,Ledig,1993,Deutschland,Männlich,Abitur,Deutschland,Weiß nicht,Kein eigenes Einkommen,4,GESIS
5518,Beruflich-betriebliche Berufsausbildung,Angestellte(r),Vollzeiterwerbstätig,Verheiratet,1964,Deutschland,Weiblich,Realschulabschluss,Deutschland,3200 bis unter 4000 €,900 bis unter 1100 €,2,GESIS
5519,Beruflich-betriebliche Berufsausbildung,Angestellte(r),Vollzeiterwerbstätig,Verheiratet,1962,Deutschland,Weiblich,Realschulabschluss,Deutschland,3200 bis unter 4000 €,1700 bis unter 2000 €,3,GESIS
5520,Universitätsabschluss,Missing by filter,Nicht erwerbstätig,Geschieden,1981,Andere,Weiblich,Abitur,Andere,Missing by filter,900 bis unter 1100 €,1,GESIS
5521,Beruflich-betriebliche Berufsausbildung,Angestellte(r),Teilzeiterwerbstätig,Verheiratet,1973,Deutschland,Weiblich,Realschulabschluss,Deutschland,5000 bis unter 6000 €,4000 bis unter 5000 €,5 und mehr,GESIS
5522,Universitätsabschluss,Angestellte(r),Teilzeiterwerbstätig,Verheiratet,1965,Deutschland,Weiblich,Abitur,Deutschland,6000 € und mehr,900 bis unter 1100 €,4,GESIS
5523,"Kein beruflicher Abschluss, nicht beruflicher Ausbildung",Missing by filter,Nicht erwerbstätig,Verheiratet,1947,Deutschland,Weiblich,Hauptschulabschluss,Deutschland,1500 bis unter 1700 €,300 bis unter 500 €,2,GESIS
5524,Beruflich-betriebliche Berufsausbildung,Angestellte(r),Vollzeiterwerbstätig,Verheiratet,1953,Deutschland,Weiblich,Realschulabschluss,Deutschland,2600 bis unter 3200 €,2300 bis unter 2600 €,2,GESIS
5525,"Kein beruflicher Abschluss, nicht beruflicher Ausbildung",Missing by filter,Nicht erwerbstätig,Verheiratet,1951,Deutschland,Weiblich,Hauptschulabschluss,Deutschland,2600 bis unter 3200 €,500 bis unter 700 €,2,GESIS
5526,Noch in beruflicher Ausbildung,Angestellte(r),Nicht erwerbstätig,Ledig,1993,Deutschland,Weiblich,Hochschulabschluss,Andere,Weiß nicht,unter 300 €,3,GESIS
5527,Beruflich-betriebliche Berufsausbildung,Missing by filter,Nicht erwerbstätig,Verheiratet,1945,Deutschland,Männlich,Realschulabschluss,Deutschland,1700 bis unter 2000 €,1700 bis unter 2000 €,4,GESIS
5528,Student/-in,Missing by filter,Nicht erwerbstätig,Ledig,1990,Deutschland,Männlich,Abitur,Deutschland,Missing by filter,Kein eigenes Einkommen,1,GESIS
5529,Beruflich-betriebliche Berufsausbildung,Missing by filter,Nicht erwerbstätig,Verheiratet,1944,Deutschland,Weiblich,Hauptschulabschluss,Deutschland,Missing by filter,1500 bis unter 1700 €,1,GESIS
5530,Fachhochschulabschluss,Angestellte(r),Teilzeiterwerbstätig,Geschieden,1944,Deutschland,Männlich,Hochschulabschluss,Deutschland,Missing by filter,700 bis unter 900 €,1,GESIS
5531,Beruflich-betriebliche Berufsausbildung,Angestellte(r),Teilzeiterwerbstätig,Verheiratet,1963,Deutschland,Weiblich,Hochschulabschluss,Deutschland,4000 bis unter 5000 €,1300 bis unter 1500 €,2,GESIS
5532,Beruflich-betriebliche Berufsausbildung,Angestellte(r),Vollzeiterwerbstätig,Ledig,1980,Andere,Männlich,Abitur,Deutschland,Missing by filter,2000 bis unter 2300 €,1,GESIS
5533,Beruflich-betriebliche Berufsausbildung,Missing by filter,Nicht erwerbstätig,Ledig,1994,Deutschland,Männlich,Hauptschulabschluss,Deutschland,Item nonresponse,Kein eigenes Einkommen,4,GESIS
5534,Beruflich-betriebliche Berufsausbildung,Missing by filter,Nicht erwerbstätig,Verheiratet,1950,Deutschland,Männlich,Hauptschulabschluss,Deutschland,3200 bis unter 4000 €,1100 bis unter 1300 €,3,GESIS
5535,Beruflich-betriebliche Berufsausbildung,Angestellte(r),Vollzeiterwerbstätig,Ledig,1969,Deutschland,Männlich,Hochschulabschluss,Deutschland,Item nonresponse,1700 bis unter 2000 €,3,GESIS
5536,Beruflich-betriebliche Berufsausbildung,Selbstständiger,Vollzeiterwerbstätig,Verheiratet,1958,Andere,Weiblich,Realschulabschluss,Deutschland,2300 bis unter 2600 €,2000 bis unter 2300 €,2,GESIS
5537,Beruflich-betriebliche Berufsausbildung,Missing by filter,Nicht erwerbstätig,Ledig,1985,Andere,Männlich,Hochschulabschluss,Deutschland,Item nonresponse,Kein eigenes Einkommen,2,GESIS
5538,Beruflich-betriebliche Berufsausbildung,Angestellte(r),Vollzeiterwerbstätig,Ledig,1970,Deutschland,Weiblich,Hauptschulabschluss,Deutschland,2300 bis unter 2600 €,1100 bis unter 1300 €,3,GESIS
5539,Beruflich-schulische Ausbildung,Missing by filter,Nicht erwerbstätig,Verheiratet,1945,Andere,Weiblich,Hauptschulabschluss,Deutschland,2600 bis unter 3200 €,unter 300 €,2,GESIS
5540,Noch in beruflicher Ausbildung,Missing by filter,Vollzeiterwerbstätig,Ledig,1993,Deutschland,Männlich,Realschulabschluss,Deutschland,Weiß nicht,300 bis unter 500 €,4,GESIS
5541,"Ausbildung an Fach-, Meister-, Technikerschule,Berufs- oder Fachakademie",Angestellte(r),Teilzeiterwerbstätig,Verheiratet,1964,Deutschland,Weiblich,Realschulabschluss,Deutschland,3200 bis unter 4000 €,900 bis unter 1100 €,4,GESIS
5542,Beruflich-betriebliche Berufsausbildung,Arbeiter/-in,Vollzeiterwerbstätig,Verheiratet,1972,Deutschland,Männlich,Hauptschulabschluss,Deutschland,4000 bis unter 5000 €,2300 bis unter 2600 €,4,GESIS
5543,Beruflich-betriebliche Berufsausbildung,Angestellte(r),Vollzeiterwerbstätig,Geschieden,1968,Deutschland,Männlich,Abitur,Deutschland,Missing by filter,1300 bis unter 1500 €,1,GESIS
5544,Beruflich-betriebliche Berufsausbildung,Angestellte(r),Vollzeiterwerbstätig,Verheiratet,1953,Deutschland,Weiblich,Hauptschulabschluss,Deutschland,2000 bis unter 2300 €,1100 bis unter 1300 €,2,GESIS
5545,Beruflich-betriebliche Berufsausbildung,Angestellte(r),Teilzeiterwerbstätig,Geschieden,1969,Andere,Weiblich,Realschulabschluss,Andere,Missing by filter,Item nonresponse,3,GESIS
5546,Beruflich-betriebliche Berufsausbildung,Arbeiter/-in,Vollzeiterwerbstätig,Verheiratet,1977,Deutschland,Männlich,Hauptschulabschluss,Deutschland,1700 bis unter 2000 €,1100 bis unter 1300 €,4,GESIS
5547,Beruflich-betriebliche Berufsausbildung,Arbeiter/-in,Nicht erwerbstätig,Ledig,1969,Deutschland,Weiblich,Hauptschulabschluss,Deutschland,900 bis unter 1100 €,300 bis unter 500 €,2,GESIS
5548,Beruflich-schulische Ausbildung,Angestellte(r),Teilzeiterwerbstätig,Verheiratet,1957,Deutschland,Weiblich,Realschulabschluss,Deutschland,2300 bis unter 2600 €,300 bis unter 500 €,3,GESIS
5549,Universitätsabschluss,Missing by filter,Nicht erwerbstätig,Verheiratet,1948,Deutschland,Männlich,Realschulabschluss,Deutschland,4000 bis unter 5000 €,4000 bis unter 5000 €,4,GESIS
5550,Student/-in,Missing by filter,Nicht erwerbstätig,Ledig,1987,Deutschland,Männlich,Abitur,Deutschland,Weiß nicht,900 bis unter 1100 €,2,GESIS
5551,Universitätsabschluss,Angestellte(r),Vollzeiterwerbstätig,Verheiratet,1971,Deutschland,Weiblich,Abitur,Deutschland,3200 bis unter 4000 €,2300 bis unter 2600 €,3,GESIS
5552,Student/-in,Missing by filter,Nicht erwerbstätig,Ledig,1991,Andere,Männlich,Hochschulabschluss,Andere,Missing by filter,700 bis unter 900 €,1,GESIS
5553,"Kein beruflicher Abschluss, nicht beruflicher Ausbildung",Missing by filter,Nicht erwerbstätig,Verheiratet,1951,Deutschland,Weiblich,Hauptschulabschluss,Deutschland,Item nonresponse,Kein eigenes Einkommen,2,GESIS
5554,Beruflich-betriebliche Berufsausbildung,Arbeiter/-in,Teilzeiterwerbstätig,Verheiratet,1955,Deutschland,Weiblich,Hauptschulabschluss,Deutschland,Missing by filter,Item nonresponse,2,GESIS
5555,Universitätsabschluss,Missing by filter,Nicht erwerbstätig,Verheiratet,1949,Deutschland,Männlich,Abitur,Deutschland,3200 bis unter 4000 €,3200 bis unter 4000 €,2,GESIS
5556,"Ausbildung an Fach-, Meister-, Technikerschule,Berufs- oder Fachakademie",Angestellte(r),Vollzeiterwerbstätig,Verheiratet,1966,Deutschland,Männlich,Realschulabschluss,Deutschland,4000 bis unter 5000 €,2000 bis unter 2300 €,3,GESIS
5557,Beruflich-betriebliche Berufsausbildung,Angestellte(r),Vollzeiterwerbstätig,Geschieden,1971,Andere,Weiblich,Realschulabschluss,Andere,2300 bis unter 2600 €,2000 bis unter 2300 €,3,GESIS
5558,Student/-in,Missing by filter,Nicht erwerbstätig,Ledig,1990,Deutschland,Männlich,Abitur,Deutschland,Missing by filter,500 bis unter 700 €,1,GESIS
5559,Universitätsabschluss,Angestellte(r),Vollzeiterwerbstätig,Verheiratet,1961,Deutschland,Männlich,Abitur,Deutschland,5000 bis unter 6000 €,3200 bis unter 4000 €,2,GESIS
5560,Universitätsabschluss,Angestellte(r),Vollzeiterwerbstätig,Verheiratet,1979,Deutschland,Männlich,Abitur,Deutschland,6000 € und mehr,2600 bis unter 3200 €,2,GESIS
5561,Beruflich-betriebliche Berufsausbildung,Angestellte(r),Vollzeiterwerbstätig,Ledig,1983,Deutschland,Weiblich,Realschulabschluss,Deutschland,1700 bis unter 2000 €,1100 bis unter 1300 €,2,GESIS
5562,Beruflich-schulische Ausbildung,Angestellte(r),Vollzeiterwerbstätig,Ledig,1990,Deutschland,Weiblich,Realschulabschluss,Deutschland,Weiß nicht,900 bis unter 1100 €,5 und mehr,GESIS
5563,Beruflich-betriebliche Berufsausbildung,Missing by filter,Nicht erwerbstätig,Verheiratet,1943,Deutschland,Weiblich,Hauptschulabschluss,Deutschland,Weiß nicht,500 bis unter 700 €,2,GESIS
5564,Universitätsabschluss,"Beamter/-in, Richter/-in, Berufssoldat/-in",Vollzeiterwerbstätig,Ledig,1964,Deutschland,Weiblich,Abitur,Deutschland,6000 € und mehr,2300 bis unter 2600 €,2,GESIS
5565,Beruflich-betriebliche Berufsausbildung,Angestellte(r),Vollzeiterwerbstätig,Ledig,1964,Deutschland,Männlich,Hauptschulabschluss,Deutschland,Missing by filter,900 bis unter 1100 €,1,GESIS
5566,Beruflich-betriebliche Berufsausbildung,Angestellte(r),Vollzeiterwerbstätig,Verheiratet,1954,Deutschland,Weiblich,Realschulabschluss,Deutschland,Item nonresponse,Kein eigenes Einkommen,2,GESIS
5567,Beruflich-schulische Ausbildung,Missing by filter,Nicht erwerbstätig,Verheiratet,1944,Deutschland,Weiblich,Hauptschulabschluss,Deutschland,Item nonresponse,Kein eigenes Einkommen,2,GESIS
5568,"Kein beruflicher Abschluss, nicht beruflicher Ausbildung",Missing by filter,Nicht erwerbstätig,Verheiratet,1958,Andere,Weiblich,Hauptschulabschluss,Deutschland,Missing by filter,500 bis unter 700 €,1,GESIS
5569,Universitätsabschluss,Angestellte(r),Vollzeiterwerbstätig,Verheiratet,1974,Deutschland,Männlich,Abitur,Deutschland,Missing by filter,Item nonresponse,4,GESIS
5570,Beruflich-betriebliche Berufsausbildung,Angestellte(r),Teilzeiterwerbstätig,Verheiratet,1959,Deutschland,Weiblich,Realschulabschluss,Deutschland,3200 bis unter 4000 €,2300 bis unter 2600 €,2,GESIS
5571,Beruflich-betriebliche Berufsausbildung,Angestellte(r),Teilzeiterwerbstätig,Verheiratet,1972,Deutschland,Weiblich,Abitur,Deutschland,5000 bis unter 6000 €,700 bis unter 900 €,4,GESIS
5572,Beruflich-betriebliche Berufsausbildung,Angestellte(r),Teilzeiterwerbstätig,Ledig,1989,Andere,Weiblich,Realschulabschluss,Andere,2000 bis unter 2300 €,1100 bis unter 1300 €,2,GESIS
5573,"Kein beruflicher Abschluss, nicht beruflicher Ausbildung",Angestellte(r),Teilzeiterwerbstätig,Verheiratet,1952,Deutschland,Weiblich,Hauptschulabschluss,Deutschland,1700 bis unter 2000 €,300 bis unter 500 €,2,GESIS
5574,"Ausbildung an Fach-, Meister-, Technikerschule,Berufs- oder Fachakademie",Angestellte(r),Vollzeiterwerbstätig,Ledig,1985,Deutschland,Männlich,Realschulabschluss,Deutschland,Missing by filter,2000 bis unter 2300 €,1,GESIS
5575,Fachhochschulabschluss,Angestellte(r),Vollzeiterwerbstätig,Ledig,1981,Deutschland,Männlich,Abitur,Deutschland,Missing by filter,2000 bis unter 2300 €,1,GESIS
5576,Beruflich-betriebliche Berufsausbildung,Arbeiter/-in,Teilzeiterwerbstätig,Verheiratet,1972,Deutschland,Weiblich,Hauptschulabschluss,Deutschland,2600 bis unter 3200 €,unter 300 €,4,GESIS
5577,Anderer beruflicher Abschluss,Missing by filter,Nicht erwerbstätig,Verheiratet,1958,Deutschland,Weiblich,Hauptschulabschluss,Deutschland,1100 bis unter 1300 €,300 bis unter 500 €,3,GESIS
5578,Fachhochschulabschluss,Missing by filter,Nicht erwerbstätig,Verheiratet,1949,Deutschland,Weiblich,Hochschulabschluss,Deutschland,1700 bis unter 2000 €,1100 bis unter 1300 €,2,GESIS
5579,Beruflich-betriebliche Berufsausbildung,Missing by filter,Nicht erwerbstätig,Verheiratet,1950,Deutschland,Männlich,Hauptschulabschluss,Deutschland,2300 bis unter 2600 €,1100 bis unter 1300 €,2,GESIS
5580,"Ausbildung an Fach-, Meister-, Technikerschule,Berufs- oder Fachakademie",Missing by filter,Nicht erwerbstätig,Verheiratet,1971,Deutschland,Männlich,Realschulabschluss,Deutschland,3200 bis unter 4000 €,2300 bis unter 2600 €,4,GESIS
5581,"Ausbildung an Fach-, Meister-, Technikerschule,Berufs- oder Fachakademie",Missing by filter,Nicht erwerbstätig,Ledig,1987,Andere,Weiblich,Abitur,Andere,2300 bis unter 2600 €,1300 bis unter 1500 €,3,GESIS
5582,Beruflich-betriebliche Berufsausbildung,Angestellte(r),Vollzeiterwerbstätig,Geschieden,1965,Deutschland,Weiblich,Realschulabschluss,Deutschland,2000 bis unter 2300 €,1700 bis unter 2000 €,4,GESIS
